﻿﻿﻿﻿﻿﻿﻿inDate,inTime,10L1442000033PV-4000W-V 10L1442000033內門蔡宗憲,10D1438000336PV-5000W-V 10D1438000336 內門蔡宗憲,10D1431000287PV-5000W-V 10D1431000287內門蔡宗憲
2018-02-18,00:00:00,0,0,0
2018-02-18,00:20:00,0,0,0
2018-02-18,00:40:00,0,0,0
2018-02-18,01:00:00,0,0,0
2018-02-18,01:20:00,0,0,0
2018-02-18,01:40:00,0,0,0
2018-02-18,02:00:00,0,0,0
2018-02-18,02:20:00,0,0,0
2018-02-18,02:40:00,0,0,0
2018-02-18,03:00:00,0,0,0
2018-02-18,03:20:00,0,0,0
2018-02-18,03:40:00,0,0,0
2018-02-18,04:00:00,0,0,0
2018-02-18,04:20:00,0,0,0
2018-02-18,04:40:00,0,0,0
2018-02-18,05:00:00,0,0,0
2018-02-18,05:20:00,0,0,0
2018-02-18,05:40:00,0,0,0
2018-02-18,06:00:00,0,0,0
2018-02-18,06:20:00,0,0.00115,0.0004
2018-02-18,06:40:00,0.03255,0.05365,0.0426
2018-02-18,07:00:00,0.15435,0.1821,0.18305
2018-02-18,07:20:00,0.28345,0.36175,0.36245
2018-02-18,07:40:00,0.6487,0.69005,0.7497
2018-02-18,08:00:00,0.7862,0.80745,0.88125
2018-02-18,08:20:00,0.99295,1.12435,1.19255
2018-02-18,08:40:00,1.14475,1.1953,1.305
2018-02-18,09:00:00,1.78515,2.00605,2.13825
2018-02-18,09:20:00,2.2398,2.2117,2.4434
2018-02-18,09:40:00,2.3278,2.36285,2.57245
2018-02-18,10:00:00,2.5802,2.5011,2.7784
2018-02-18,10:20:00,2.18,2.6063,2.7204
2018-02-18,10:40:00,3.2226,3.0072,3.4004
2018-02-18,11:00:00,2.5789,2.65455,3.005
2018-02-18,11:20:00,2.5699,2.68785,2.9571
2018-02-18,11:40:00,2.6472,2.6097,2.92085
2018-02-18,12:00:00,2.4966,2.84785,3.0573
2018-02-18,12:20:00,3.28145,3.2729,3.6443
2018-02-18,12:40:00,3.19935,3.2311,3.58335
2018-02-18,13:00:00,3.11465,3.12405,3.46635
2018-02-18,13:20:00,3.0237,3.03075,3.35825
2018-02-18,13:40:00,2.9221,2.9157,3.23685
2018-02-18,14:00:00,2.7682,2.75085,3.0676
2018-02-18,14:20:00,2.5444,2.53905,2.83095
2018-02-18,14:40:00,2.3862,2.3638,2.62145
2018-02-18,15:00:00,2.19935,2.14625,2.3668
2018-02-18,15:20:00,1.9453,1.88965,2.0864
2018-02-18,15:40:00,1.66465,1.6095,1.7924
2018-02-18,16:00:00,1.34915,1.2918,1.4499
2018-02-18,16:20:00,1.0251,0.94055,1.07305
2018-02-18,16:40:00,0.6364,0.5777,0.6482
2018-02-18,17:00:00,0.37305,0.3155,0.3651
2018-02-18,17:20:00,0.1491,0.1076,0.12065
2018-02-18,17:40:00,0.03315,0.02,0.0203
2018-02-18,18:00:00,0.00315,0.00915,0.00905
2018-02-18,18:20:00,0,0,0
2018-02-18,18:40:00,0,0,0
2018-02-18,19:00:00,0,0,0
2018-02-18,19:20:00,0,0,0
2018-02-18,19:40:00,0,0,0
2018-02-18,20:00:00,0,0,0
2018-02-18,20:20:00,0,0,0
2018-02-18,20:40:00,0,0,0
2018-02-18,21:00:00,0,0,0
2018-02-18,21:20:00,0,0,0
2018-02-18,21:40:00,0,0,0
2018-02-18,22:00:00,0,0,0
2018-02-18,22:20:00,0,0,0
2018-02-18,22:40:00,0,0,0
2018-02-18,23:00:00,0,0,0
2018-02-18,23:20:00,0,0,0
2018-02-18,23:40:00,0,0,0
