﻿﻿﻿﻿﻿﻿﻿inDate,inTime,11C1512000111四湖-1-PV-5000W-V 11C1512000111,10D1431000314四湖-2-PV-5000W-V 10D1431000314,10D1431000255四湖-3-PV-5000W-V 10D1431000255,11C1512000110四湖-4-PV-5000W-V 11C1512000110,10D1431000244四湖-5-PV-5000W-V 10D1431000244,10D1431000299四湖-6-PV-5000W-V 10D1431000299四湖-1
2018-01-23,00:00:00,0,0,0,0,0,0
2018-01-23,00:20:00,0,0,0,0,0,0
2018-01-23,00:40:00,0,0,0,0,0,0
2018-01-23,01:00:00,0,0,0,0,0,0
2018-01-23,01:20:00,0,0,0,0,0,0
2018-01-23,01:40:00,0,0,0,0,0,0
2018-01-23,02:00:00,0,0,0,0,0,0
2018-01-23,02:20:00,0,0,0,0,0,0
2018-01-23,02:40:00,0,0,0,0,0,0
2018-01-23,03:00:00,0,0,0,0,0,0
2018-01-23,03:20:00,0,0,0,0,0,0
2018-01-23,03:40:00,0,0,0,0,0,0
2018-01-23,04:00:00,0,0,0,0,0,0
2018-01-23,04:20:00,0,0,0,0,0,0
2018-01-23,04:40:00,0,0,0,0,0,0
2018-01-23,05:00:00,0,0,0,0,0,0
2018-01-23,05:20:00,0,0,0,0,0,0
2018-01-23,05:40:00,0,0,0,0,0,0
2018-01-23,06:00:00,0,0,0,0,0,0
2018-01-23,06:20:00,0,0,0,0,0,0
2018-01-23,06:40:00,0,0,0,0,0,0
2018-01-23,07:00:00,0,0,0,0,0,0
2018-01-23,07:20:00,0,0,0,0,0,0
2018-01-23,07:40:00,0,0,0,0,0,0
2018-01-23,08:00:00,0,0,0,0,0,0
2018-01-23,08:20:00,0,0,0,0,0,0
2018-01-23,08:40:00,0,0,0,0,0,0
2018-01-23,09:00:00,0,0,0,0,0,0
2018-01-23,09:20:00,0,0,0,0,0,0
2018-01-23,09:40:00,0,0,0,0,0,0
2018-01-23,10:00:00,0,0,0,0,0,0
2018-01-23,10:20:00,0,0,0,0,0,0
2018-01-23,10:40:00,0,0,0,0,0,0
2018-01-23,11:00:00,0,0,0,0,0,0
2018-01-23,11:20:00,0,0,0,0,0,0
2018-01-23,11:40:00,0,0,0,0,0,0
2018-01-23,12:00:00,0,0,0,0,0,0
2018-01-23,12:20:00,0,0,0,0,0,0
2018-01-23,12:40:00,2.626,2.61425,2.61585,2.6258,2.6021,2.47455
2018-01-23,13:00:00,3.4118,3.39485,3.3968,3.4126,3.38305,3.2143
2018-01-23,13:20:00,3.27195,3.25905,3.2559,3.2671,3.2371,3.0875
2018-01-23,13:40:00,3.10635,3.09745,3.0897,3.098,3.0692,2.93165
2018-01-23,14:00:00,2.8673,2.86305,2.85575,2.8643,2.8379,2.71465
2018-01-23,14:20:00,2.6364,2.6343,2.62405,2.6312,2.6078,2.49585
2018-01-23,14:40:00,2.34415,2.3451,2.33315,2.34255,2.32265,2.22315
2018-01-23,15:00:00,2.0402,2.0471,2.03405,2.04205,2.0255,1.94025
2018-01-23,15:20:00,1.6855,1.6944,1.6811,1.68735,1.6758,1.60525
2018-01-23,15:40:00,1.2576,1.27085,1.25955,1.26315,1.256,1.20555
2018-01-23,16:00:00,0.93245,0.946,0.94095,0.9403,0.94195,0.9012
2018-01-23,16:20:00,0.60105,0.61265,0.6099,0.6082,0.61505,0.5844
2018-01-23,16:40:00,0.3078,0.3207,0.31885,0.3171,0.3261,0.30395
2018-01-23,17:00:00,0.13245,0.1429,0.14485,0.1376,0.14825,0.1322
2018-01-23,17:20:00,0.02235,0.03605,0.03625,0.02165,0.03985,0.03005
2018-01-23,17:40:00,0,0,0,0,0,0
2018-01-23,18:00:00,0,0,0,0,0,0
2018-01-23,18:20:00,0,0,0,0,0,0
2018-01-23,18:40:00,0,0,0,0,0,0
2018-01-23,19:00:00,0,0,0,0,0,0
2018-01-23,19:20:00,0,0,0,0,0,0
2018-01-23,19:40:00,0,0,0,0,0,0
2018-01-23,20:00:00,0,0,0,0,0,0
2018-01-23,20:20:00,0,0,0,0,0,0
2018-01-23,20:40:00,0,0,0,0,0,0
2018-01-23,21:00:00,0,0,0,0,0,0
2018-01-23,21:20:00,0,0,0,0,0,0
2018-01-23,21:40:00,0,0,0,0,0,0
2018-01-23,22:00:00,0,0,0,0,0,0
2018-01-23,22:20:00,0,0,0,0,0,0
2018-01-23,22:40:00,0,0,0,0,0,0
2018-01-23,23:00:00,0,0,0,0,0,0
2018-01-23,23:20:00,0,0,0,0,0,0
2018-01-23,23:40:00,0,0,0,0,0,0
