﻿﻿﻿﻿﻿﻿﻿inDate,inTime,10L1442000033PV-4000W-V 10L1442000033內門蔡宗憲,10D1438000336PV-5000W-V 10D1438000336 內門蔡宗憲,10D1431000287PV-5000W-V 10D1431000287內門蔡宗憲
2018-03-02,00:00:00,0,0,0
2018-03-02,00:20:00,0,0,0
2018-03-02,00:40:00,0,0,0
2018-03-02,01:00:00,0,0,0
2018-03-02,01:20:00,0,0,0
2018-03-02,01:40:00,0,0,0
2018-03-02,02:00:00,0,0,0
2018-03-02,02:20:00,0,0,0
2018-03-02,02:40:00,0,0,0
2018-03-02,03:00:00,0,0,0
2018-03-02,03:20:00,0,0,0
2018-03-02,03:40:00,0,0,0
2018-03-02,04:00:00,0,0,0
2018-03-02,04:20:00,0,0,0
2018-03-02,04:40:00,0,0,0
2018-03-02,05:00:00,0,0,0
2018-03-02,05:20:00,0,0,0
2018-03-02,05:40:00,0,0,0
2018-03-02,06:00:00,0,0,0
2018-03-02,06:20:00,0.00345,0.0087,0.00525
2018-03-02,06:40:00,0.0375,0.05045,0.04085
2018-03-02,07:00:00,0.1921,0.3192,0.31875
2018-03-02,07:20:00,0.43465,0.535,0.5932
2018-03-02,07:40:00,0.7519,0.9462,0.9619
2018-03-02,08:00:00,1.34005,1.4254,1.57095
2018-03-02,08:20:00,1.15135,1.07265,1.1941
2018-03-02,08:40:00,1.0866,1.09545,1.22975
2018-03-02,09:00:00,1.27135,1.60135,1.65915
2018-03-02,09:20:00,2.037,1.79315,2.05085
2018-03-02,09:40:00,1.6139,1.7487,1.84745
2018-03-02,10:00:00,2.00845,2.2372,2.41105
2018-03-02,10:20:00,2.82975,2.9114,3.1992
2018-03-02,10:40:00,3.1221,3.1658,3.49615
2018-03-02,11:00:00,3.17785,3.24575,3.5932
2018-03-02,11:20:00,3.2266,3.25165,3.6103
2018-03-02,11:40:00,3.1577,2.92295,3.2921
2018-03-02,12:00:00,2.6299,2.55045,2.8816
2018-03-02,12:20:00,2.20135,2.482,2.51495
2018-03-02,12:40:00,2.8483,3.0885,3.46285
2018-03-02,13:00:00,3.2134,3.1905,3.5136
2018-03-02,13:20:00,2.9684,2.88635,3.1735
2018-03-02,13:40:00,2.03925,1.54825,1.89735
2018-03-02,14:00:00,1.1035,1.04225,1.17115
2018-03-02,14:20:00,0.82045,0.86165,0.9284
2018-03-02,14:40:00,1.1729,1.2453,1.349
2018-03-02,15:00:00,1.8245,2.01595,2.16235
2018-03-02,15:20:00,1.6254,1.3957,1.59045
2018-03-02,15:40:00,1.38685,1.33945,1.52045
2018-03-02,16:00:00,0.7284,0.7772,0.82595
2018-03-02,16:20:00,0.78325,0.7292,0.81585
2018-03-02,16:40:00,0.61725,0.5104,0.60765
2018-03-02,17:00:00,0.3259,0.2945,0.33475
2018-03-02,17:20:00,0.1374,0.0957,0.10745
2018-03-02,17:40:00,0.03015,0.02085,0.01935
2018-03-02,18:00:00,0.005,0.0111,0.0106
2018-03-02,18:20:00,0,0.0006,0.0015
2018-03-02,18:40:00,0,0,0
2018-03-02,19:00:00,0,0,0
2018-03-02,19:20:00,0,0,0
2018-03-02,19:40:00,0,0,0
2018-03-02,20:00:00,0,0,0
2018-03-02,20:20:00,0,0,0
2018-03-02,20:40:00,0,0,0
2018-03-02,21:00:00,0,0,0
2018-03-02,21:20:00,0,0,0
2018-03-02,21:40:00,0,0,0
2018-03-02,22:00:00,0,0,0
2018-03-02,22:20:00,0,0,0
2018-03-02,22:40:00,0,0,0
2018-03-02,23:00:00,0,0,0
2018-03-02,23:20:00,0,0,0
2018-03-02,23:40:00,0,0,0
